ticker,name,description,exchange,sector,industry,country,type,currency,close,market_cap_basic,volume,average_volume_30d_calc,average_volume_90d_calc,price_earnings_ttm,price_book_ratio,price_sales_ratio,price_earnings_growth_ttm,price_free_cash_flow_ttm,price_to_cash_f_operating_activities_ttm,enterprise_value_ebitda_ttm,enterprise_value_fy,market_cap_to_ebitda_ttm,dividend_yield_recent,dividends_yield_fy,book_value_per_share_fy,book_tangible_per_share_fy,net_income,gross_profit,total_revenue,total_assets_fy,total_current_assets_fy,total_current_liabilities_fy,long_term_debt_fy,total_debt_fy,cash_f_operating_activities_fy,shares_outstanding_fy,gross_profit_margin_fy,current_ratio,quick_ratio,debt_to_equity,return_on_assets,return_on_equity,return_on_invested_capital,net_income_yoy_growth_fy,gross_profit_yoy_growth_fy,free_cash_flow_yoy_growth_fy,basic_eps_net_income,earnings_per_share_diluted_ttm,eps_diluted_growth_percent_fy,total_revenue_yoy_growth_fy,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Recommend.All,Recommend.MA,Recommend.Other,Rec.Stoch.RSI,Rec.WR,Rec.BBPower,Rec.UO,Rec.Ichimoku,Rec.VWMA,Rec.HullMA9,RSI,RSI[1],Stoch.K,Stoch.D,Stoch.K[1],Stoch.D[1],CCI20,CCI20[1],ADX,ADX+DI,ADX-DI,AO,AO[1],Mom,Mom[1],MACD.macd,MACD.signal,Stoch.RSI.K,W.R,BBPower,UO,EMA5,SMA5,EMA10,SMA10,EMA20,SMA20,EMA30,SMA30,EMA50,SMA50,EMA100,SMA100,EMA200,SMA200,Ichimoku.BLine,VWMA,HullMA9,Pivot.M.Classic.S3,Pivot.M.Classic.R3,ATR,BB.upper,BB.lower,Piotroski_F_Score,Profitability_Score,Leverage_Liquidity_Score,Efficiency_Score,Net_Income,Total_Assets,ROA,Operating_Cash_Flow,CFO_GT_Net_Income,Long_Term_Debt,Debt_to_Assets,Current_Ratio,Shares_Outstanding,Gross_Margin,Asset_Turnover,Revenue_Growth_YoY,Net_Income_Growth_YoY,Debt_to_Equity,ROE,ROIC,PE,PB,PS,PEG,Price_to_FCF,Price_to_CFO,EV_EBITDA,Enterprise_Value,MCap_to_EBITDA,Dividend_Yield,Dividend_Yield_FY,Book_Value_Per_Share,Tangible_Book_Value_Per_Share,Revenue,Gross_Profit,Close,Market_Cap,Tech_Rating_Value,Tech_Rating,MA_Rating_Value,MA_Rating,Oscillator_Rating_Value,Oscillator_Rating,RSI,Stoch_K,Stoch_D,CCI20,ADX,MACD,MACD_Signal,AO,Mom,ATR,BB_Upper,BB_Lower,SMA20,SMA50,SMA100,SMA200,EMA20,EMA50,EMA200,PASS
NSE:MAHSEAMLES,MAHSEAMLES,Maharashtra Seamless Limited,NSE,Non-Energy Minerals,Steel,India,stock,INR,691.65,91248315994.0,139147,299551.93333333335,189833.04444444441,12.569421223267376,1.3478459369903801,1.9827522740279937,,,,13.118117855920874,,,,1.78571428571429,513.15212,513.090177548155,7012800000.0,7562400000.0,46743400000.0,77390400000.0,55576400000.0,3922500000.0,86900000.0,133600000.0,9842000000.0,,16.178540713769216,,,,,,,-9.802055331901375,-26.577927941047975,23.69476082004556,52.3346,55.0264,-9.80214401433938,-11.280287587356177,13.37595279075486,17.62755102040816,24.19644460405818,22.546066619418852,7.83442469597755,0.603030303030303,0.9333333333333333,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.37865131419133,65.33117919811303,65.31681063043648,69.67186601329506,53.05895679099516,62.024736215825534,111.85786312086594,93.9471766351916,51.31938060076061,31.709909575881362,6.85669683848949,59.554117647059684,59.5695588235302,49.60000000000002,39.65000000000009,21.764136681664354,18.62677947741607,43.210732345732914,-30.47785547785547,36.87912799077003,49.9640598642958,681.2003835416144,685.1099999999998,670.9176486224665,671.8599999999999,652.933190007894,649.1249999999991,641.0251910611722,629.3850000000003,628.6452243872195,611.6309999999999,615.8431493335398,621.5414999999999,609.9621556149544,588.7722500000018,646.125,658.9572298016,689.8044444444445,429.73333333333323,836.1333333333333,21.862745635003147,701.4111406110762,596.838859388922,4,4/4,0/3,0/2,7012800000.0,77390400000.0,9.061589034298828,9842000000.0,YES,86900000.0,0.11228782898137236,14.16861695347355,,16.178540713769216,0.6039948107258781,-11.280287587356177,-9.802055331901375,,,,12.569421223267376,1.3478459369903801,1.9827522740279937,,,,13.118117855920874,,,,1.78571428571429,513.15212,513.090177548155,46743400000.0,7562400000.0,691.65,91248315994.0,0.603030303030303,Strong Buy,0.9333333333333333,Strong Buy,0.2727272727272727,Buy,69.37865131419133,65.31681063043648,69.67186601329506,111.85786312086594,51.31938060076061,21.764136681664354,18.62677947741607,59.554117647059684,49.60000000000002,21.862745635003147,701.4111406110762,596.838859388922,649.1249999999991,611.6309999999999,621.5414999999999,588.7722500000018,652.933190007894,628.6452243872195,609.9621556149544,NO
BSE:THYROCARE,THYROCARE,Thyrocare Technologies Ltd,BSE,Health Services,Medical/Nursing Services,India,stock,INR,561.5,90580976153.0,6679,162648.6,92228.68888888888,51.003260938678004,15.26410434503672,10.811806105314577,0.7927349384525942,,,32.17339495382539,,,,2.66857212294496,36.78565,29.7677920594697,1630400000.0,3096600000.0,8290400000.0,7486800000.0,3722900000.0,1099100000.0,391800000.0,506900000.0,2163100000.0,,37.351635626749015,,,,,,,78.16632062069719,35.917131194311544,32.074069068054335,10.2448,11.0091,77.8253678070863,20.613952135011278,-10.851790108756056,7.443551473402215,53.18510435138453,26.463963963963963,30.328821420854894,-0.2,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,41.74127425049405,44.58020702362092,10.944488549777484,15.526118812480156,13.810395308843672,13.760766503189528,-119.51651040891544,-95.69008987630899,16.825632408834085,19.89271376441254,22.138047314308633,-22.727058823529774,-20.150000000000205,-22.5,-36.799999999999955,-3.930101947074263,0.5771169609974269,5.108543900134147,-94.3449575871819,-31.27450107394793,46.18920828779426,570.0848134091694,570.74,576.3683324232309,579.1800000000003,582.0863625717814,586.4949999999999,581.2449020739452,594.3983333333339,570.8645678752368,575.274,537.7914976543403,532.2904999999996,491.3307872259546,474.0784990737998,610.25,591.3313598810547,564.5755555555556,413.3166666666667,807.9166666666666,19.276856269027753,621.2649568593297,551.7250431406701,4,4/4,0/3,0/2,1630400000.0,7486800000.0,21.776994176417162,2163100000.0,YES,391800000.0,5.233210450392691,3.387225912109908,,37.351635626749015,1.1073355772826843,20.613952135011278,78.16632062069719,,,,51.003260938678004,15.26410434503672,10.811806105314577,0.7927349384525942,,,32.17339495382539,,,,2.66857212294496,36.78565,29.7677920594697,8290400000.0,3096600000.0,561.5,90580976153.0,-0.2,Sell,-0.4,Sell,0.0,Neutral,41.74127425049405,10.944488549777484,15.526118812480156,-119.51651040891544,16.825632408834085,-3.930101947074263,0.5771169609974269,-22.727058823529774,-22.5,19.276856269027753,621.2649568593297,551.7250431406701,586.4949999999999,575.274,532.2904999999996,474.0784990737998,582.0863625717814,570.8645678752368,491.3307872259546,NO
NSE:THYROCARE,THYROCARE,Thyrocare Technologies Ltd,NSE,Health Services,Medical/Nursing Services,India,stock,INR,555.3,90580976153.0,109691,626937.3999999999,791025.2333333333,50.44009047061067,15.095560361173447,10.692423740482964,0.792248000529712,,,32.17339495382539,,,,2.66857212294496,36.78565,29.7677920594697,1630400000.0,3096600000.0,8290400000.0,7486800000.0,3722900000.0,1099100000.0,391800000.0,506900000.0,2163100000.0,,37.351635626749015,,,,,,,78.16632062069719,35.917131194311544,32.074069068054335,10.2448,11.0091,77.8253678070863,20.613952135011278,-11.407147415443523,5.210306934444866,51.307901907356936,24.786516853932575,28.24480497759816,-0.2,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,40.48769229995726,44.00215327453277,7.673532968773837,12.55038373611315,9.13953122542076,10.917581640553365,-128.28850133018088,-97.7346873133299,14.87478328509774,19.759176388591992,24.17812484217195,-23.304852941176705,-20.44573529411798,-26.15000000000009,-38.35000000000002,-4.738105381515425,0.12203332764058228,2.070641005790712,-97.2198820556024,-31.0055419607678,37.86707547299792,566.9245895120996,568.1800000000001,574.1893557923232,577.5700000000003,580.6543813756442,585.4024999999999,580.2238929864633,593.531666666666,570.3130326612085,575.2279999999998,537.7939338845028,532.4965000000002,491.8423322034826,475.8802474401499,607.825,591.7733305936249,560.815,412.0666666666667,807.6666666666666,19.429716352347953,621.8614971749187,548.9435028250812,4,4/4,0/3,0/2,1630400000.0,7486800000.0,21.776994176417162,2163100000.0,YES,391800000.0,5.233210450392691,3.387225912109908,,37.351635626749015,1.1073355772826843,20.613952135011278,78.16632062069719,,,,50.44009047061067,15.095560361173447,10.692423740482964,0.792248000529712,,,32.17339495382539,,,,2.66857212294496,36.78565,29.7677920594697,8290400000.0,3096600000.0,555.3,90580976153.0,-0.2,Sell,-0.4,Sell,0.0,Neutral,40.48769229995726,7.673532968773837,12.55038373611315,-128.28850133018088,14.87478328509774,-4.738105381515425,0.12203332764058228,-23.304852941176705,-26.15000000000009,19.429716352347953,621.8614971749187,548.9435028250812,585.4024999999999,575.2279999999998,532.4965000000002,475.8802474401499,580.6543813756442,570.3130326612085,491.8423322034826,NO
BSE:ICIL,ICIL,Indo Count Industries Limited,BSE,Process Industries,Textiles,India,stock,INR,437.85,89421532951.0,61719,84156.53333333334,62978.811111111114,57.47420650547374,3.6818300154118035,2.2394651023517755,,,,20.645683240111506,,,,0.600480384307446,118.92184,102.659583223473,1266762000.0,5875193000.0,38722681000.0,45343184000.0,23899013000.0,13956520000.0,5615934000.0,13423334000.0,4501563000.0,,15.172485086970088,,,,,,,-49.32917543839298,-1.3268292355221822,620.715193351691,6.396,7.6182,-48.5065614684808,1.4526425679700707,2.5049748331967803,34.951456310679625,82.43750000000001,54.38998589562764,79.00654129190517,0.1090909090909091,0.4,-0.18181818181818182,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,52.261533298182464,54.89503108588282,47.23944493652201,56.08782897673047,52.40422577474887,53.22200259133493,67.05831352676582,83.22059376174448,31.479227153310674,21.65677507486847,11.908648151821506,24.128529411765214,23.62691176470628,12.600000000000023,21.05000000000001,9.037760478961559,9.511467468048377,12.561618986471027,-63.596102745792706,24.822683099468463,42.945213599510076,443.836934685043,447.0,442.4205770003947,445.85499999999973,436.02473105810543,434.625,429.6038759002127,427.78499999999985,415.7204593060027,419.65500000000014,382.9458897434678,373.63149999999985,346.78229959648064,321.77224999999993,423.05,438.91314444326065,446.28740740740733,235.90000000000003,641.5,23.917058451238272,473.62259607976154,395.62740392023846,4,4/4,0/3,0/2,1266762000.0,45343184000.0,2.7937208820624506,4501563000.0,YES,5615934000.0,12.38539843165844,1.7123905529458634,,15.172485086970088,0.8539912194961872,1.4526425679700707,-49.32917543839298,,,,57.47420650547374,3.6818300154118035,2.2394651023517755,,,,20.645683240111506,,,,0.600480384307446,118.92184,102.659583223473,38722681000.0,5875193000.0,437.85,89421532951.0,0.1090909090909091,Buy,0.4,Buy,-0.18181818181818182,Sell,52.261533298182464,47.23944493652201,56.08782897673047,67.05831352676582,31.479227153310674,9.037760478961559,9.511467468048377,24.128529411765214,12.600000000000023,23.917058451238272,473.62259607976154,395.62740392023846,434.625,419.65500000000014,373.63149999999985,321.77224999999993,436.02473105810543,415.7204593060027,346.78229959648064,NO
NSE:ICIL,ICIL,Indo Count Industries Limited,NSE,Process Industries,Textiles,India,stock,INR,438.8,89421532951.0,1227154,1587089.6333333333,1157210.8444444444,57.598907878501485,3.689818455550301,2.2443240536986617,,,,20.645683240111506,,,,0.600480384307446,118.92184,102.659583223473,1266762000.0,5875193000.0,38722681000.0,45343184000.0,23899013000.0,13956520000.0,5615934000.0,13423334000.0,4501563000.0,,15.172485086970088,,,,,,,-49.32917543839298,-1.3268292355221822,620.715193351691,6.396,7.6182,-48.5065614684808,1.4526425679700707,1.8097447795823691,34.189602446483185,80.20533880903491,55.05300353356891,79.02896776825786,0.1090909090909091,0.4,-0.18181818181818182,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,52.610514607088064,55.13245874351187,48.595424268751835,56.815224975877435,53.659523741199926,53.80308976928788,69.11283551280552,85.0571624727622,33.663104840438265,23.155107084704426,11.733524409293084,24.049999999999955,23.37102941176471,15.400000000000034,19.94999999999999,9.259351422192879,9.596565903460021,14.25565190039787,-62.29365768896611,24.176709897721082,45.52997348508096,444.50179161977775,447.74000000000007,442.8164142275233,446.1049999999999,436.186524825791,434.58500000000015,429.68968802892334,427.7633333333333,415.79188874276116,419.6020000000002,383.0416410083784,373.8118000000002,346.8660410890233,321.85349999999994,422.975,439.0573513173009,447.50703703703704,231.76666666666677,645.1666666666666,24.35363573274092,474.6411493406423,394.528850659358,4,4/4,0/3,0/2,1266762000.0,45343184000.0,2.7937208820624506,4501563000.0,YES,5615934000.0,12.38539843165844,1.7123905529458634,,15.172485086970088,0.8539912194961872,1.4526425679700707,-49.32917543839298,,,,57.598907878501485,3.689818455550301,2.2443240536986617,,,,20.645683240111506,,,,0.600480384307446,118.92184,102.659583223473,38722681000.0,5875193000.0,438.8,89421532951.0,0.1090909090909091,Buy,0.4,Buy,-0.18181818181818182,Sell,52.610514607088064,48.595424268751835,56.815224975877435,69.11283551280552,33.663104840438265,9.259351422192879,9.596565903460021,24.049999999999955,15.400000000000034,24.35363573274092,474.6411493406423,394.528850659358,434.58500000000015,419.6020000000002,373.8118000000002,321.85349999999994,436.186524825791,415.79188874276116,346.8660410890233,NO
BSE:MIDHANI,MIDHANI,Mishra Dhatu Nigam Ltd.,BSE,Non-Energy Minerals,Other Metals/Minerals,India,stock,INR,469.0,89267508255.0,93706,180638.66666666666,102466.44444444448,65.10000971641936,5.735209884224577,7.269615850529097,4.763842783817979,,,37.191137977682196,,,,,81.77556,81.6309330628803,1314654000.0,2190226000.0,12086259000.0,32286316000.0,21152958000.0,8409505999.999999,993144000.0,4068492000.0,1457716000.0,,18.12162059409781,,,,,,,18.611046451829434,9.038020472140673,-27.244572700352705,7.0175,7.2043,18.610979649787,12.524365714040991,8.08942152569717,10.029325513196481,40.798558991293895,36.27778584919367,24.750631732943216,0.49090909090909096,0.8,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,64.87370343229234,63.114459537170106,83.26745718050068,71.77061840720579,73.30225570244107,62.18708827404483,238.13307562905268,288.4625031351965,20.265173368069405,32.637201942432405,9.492899360695917,24.802647058823254,16.970735294117333,50.75,37.10000000000002,9.599305887764672,4.301450971977779,82.32395515848636,-16.996047430830014,66.43670730971616,53.646482698107754,453.87511963249796,449.7100000000002,441.80021683206036,433.6849999999995,432.3344577708258,428.425,427.9652387854268,425.8249999999993,422.47260570158284,418.93800000000005,409.9237884206464,416.6845000000009,393.6737876723509,375.5435,440.325,460.6292145087331,473.3687037037037,300.50000000000006,544.0999999999999,18.107715877002203,464.62379141628475,392.2262085837153,4,4/4,0/3,0/2,1314654000.0,32286316000.0,4.071861280178265,1457716000.0,YES,993144000.0,3.0760524056073786,2.5153627335541473,,18.12162059409781,0.374346178114592,12.524365714040991,18.611046451829434,,,,65.10000971641936,5.735209884224577,7.269615850529097,4.763842783817979,,,37.191137977682196,,,,,81.77556,81.6309330628803,12086259000.0,2190226000.0,469.0,89267508255.0,0.49090909090909096,Buy,0.8,Strong Buy,0.18181818181818182,Buy,64.87370343229234,83.26745718050068,71.77061840720579,238.13307562905268,20.265173368069405,9.599305887764672,4.301450971977779,24.802647058823254,50.75,18.107715877002203,464.62379141628475,392.2262085837153,428.425,418.93800000000005,416.6845000000009,375.5435,432.3344577708258,422.47260570158284,393.6737876723509,NO
NSE:MIDHANI,MIDHANI,Mishra Dhatu Nigam Ltd.,NSE,Non-Energy Minerals,Other Metals/Minerals,India,stock,INR,468.65,89267508255.0,2508538,2829992.466666667,1700682.4444444445,65.05142761961606,5.730929876848291,7.2641907640734775,4.768841569530275,,,37.191137977682196,,,,,81.77556,81.6309330628803,1314654000.0,2190226000.0,12086259000.0,32286316000.0,21152958000.0,8409505999.999999,993144000.0,4068492000.0,1457716000.0,,18.12162059409781,,,,,,,18.611046451829434,9.038020472140673,-27.244572700352705,7.0175,7.2043,18.610979649787,12.524365714040991,8.609501738122821,10.089264740427529,40.39844218094666,36.473500291205596,24.40934430581364,0.49090909090909096,0.8,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,65.80152296825959,64.53710630725531,83.39929639401936,70.66600389572206,72.26315376321863,59.220063236961266,236.86508359067417,281.45262279115383,21.08589969452221,34.23202493695394,9.057498974790345,24.61308823529356,16.820147058822954,50.349999999999966,39.35000000000002,9.57741085748063,4.12326721485497,82.93041618734507,-18.139841688654364,66.71989495838773,53.80755504712466,453.86896387669543,449.6299999999993,441.5036836106235,432.87999999999977,431.9974946378097,427.97249999999957,427.6702077058595,425.7483333333332,422.22277439589624,418.67600000000004,409.71863265578924,416.45099999999945,393.5212858519117,375.4239999999994,440.6,460.67782151971556,474.34499999999997,301.04999999999995,543.45,17.95579300764772,465.0731532961531,390.871846703846,4,4/4,0/3,0/2,1314654000.0,32286316000.0,4.071861280178265,1457716000.0,YES,993144000.0,3.0760524056073786,2.5153627335541473,,18.12162059409781,0.374346178114592,12.524365714040991,18.611046451829434,,,,65.05142761961606,5.730929876848291,7.2641907640734775,4.768841569530275,,,37.191137977682196,,,,,81.77556,81.6309330628803,12086259000.0,2190226000.0,468.65,89267508255.0,0.49090909090909096,Buy,0.8,Strong Buy,0.18181818181818182,Buy,65.80152296825959,83.39929639401936,70.66600389572206,236.86508359067417,21.08589969452221,9.57741085748063,4.12326721485497,24.61308823529356,50.349999999999966,17.95579300764772,465.0731532961531,390.871846703846,427.97249999999957,418.67600000000004,416.45099999999945,375.4239999999994,431.9974946378097,422.22277439589624,393.5212858519117,NO
BSE:CLEAN,CLEAN,Clean Science & Technology Ltd.,BSE,Process Industries,Chemicals: Specialty,India,stock,INR,837.8,88187924379.0,42119,72405.13333333333,41733.38888888889,38.23510619848666,5.621969459513196,9.433766156194418,,,,25.090809980510706,,,,0.913659205116491,149.02251,148.535577668379,2296550000.0,3153380000.0,9440670000.0,17946300000.0,8282980000.0,1652870000.0,19670000.0,21390000.0,2756730000.0,,33.402078454177506,,,,,,,-13.142716665721146,-8.703267814903922,1.4654504424899062,21.6101,21.9118,-13.166314300184101,-0.8275688196271844,3.829470814227287,12.630234590307175,15.56659079936546,-4.790044888914153,-29.206979593561204,0.4242424242424242,0.6666666666666666,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56.05657090753892,52.606852368763434,28.99425287356324,33.300051951425424,32.02565132446726,39.107294569568836,66.67730585383691,-48.640248640244955,34.30038641328174,28.9513675379708,13.702093246564319,32.398235294116375,39.830588235292794,11.599999999999909,-0.2999999999999545,12.579215376764864,15.026229695573912,7.775895858138636,-62.413793103448356,18.811009222877033,44.45786157281168,835.9339288595407,835.6800000000037,835.2709984115982,838.0750000000004,827.1307325070401,832.6950000000006,818.1203828044597,817.1749999999963,805.7460883312677,792.2660000000005,799.80811287689,790.8425000000009,848.8541118175455,799.3564999999986,819.75,836.9536883639638,831.0455555555556,573.8499999999999,1031.65,24.114354724622668,853.1902165150847,812.1997834849166,4,4/4,0/3,0/2,2296550000.0,17946300000.0,12.796788195895534,2756730000.0,YES,19670000.0,0.109604765327672,5.011271303853298,,33.402078454177506,0.5260510523060463,-0.8275688196271844,-13.142716665721146,,,,38.23510619848666,5.621969459513196,9.433766156194418,,,,25.090809980510706,,,,0.913659205116491,149.02251,148.535577668379,9440670000.0,3153380000.0,837.8,88187924379.0,0.4242424242424242,Buy,0.6666666666666666,Strong Buy,0.18181818181818182,Buy,56.05657090753892,28.99425287356324,33.300051951425424,66.67730585383691,34.30038641328174,12.579215376764864,15.026229695573912,32.398235294116375,11.599999999999909,24.114354724622668,853.1902165150847,812.1997834849166,832.6950000000006,792.2660000000005,790.8425000000009,799.3564999999986,827.1307325070401,805.7460883312677,848.8541118175455,NO
NSE:CLEAN,CLEAN,Clean Science & Technology Ltd.,NSE,Process Industries,Chemicals: Specialty,India,stock,INR,830.0,88187924379.0,587055,520391.3333333333,401960.86666666664,37.8791336175029,5.569628373592687,9.345936869946726,,,,25.090809980510706,,,,0.913659205116491,149.02251,148.535577668379,2296550000.0,3153380000.0,9440670000.0,17946300000.0,8282980000.0,1652870000.0,19670000.0,21390000.0,2756730000.0,,33.402078454177506,,,,,,,-13.142716665721146,-8.703267814903922,1.4654504424899062,21.6101,21.9118,-13.166314300184101,-0.8275688196271844,3.2916433327111005,9.970188804239815,14.79944674965422,-5.756784376064499,-29.559534923194427,0.22424242424242424,0.26666666666666666,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,53.495290179180046,52.149067199165735,22.17537942664423,29.68550154377564,30.26981450252953,38.4391980513397,48.40027955127762,-58.396868242032,34.973356573790156,29.515312840737412,13.457493733623311,32.334117647055564,39.71544117646738,-0.049999999999954525,-3.75,11.75434204920191,14.8796858704836,3.0503118039901125,-75.54806070826305,22.56217627393721,41.60074983734894,832.755434151021,833.2999999999996,833.5564439858225,836.9000000000009,826.3315382836162,832.5774999999991,817.6135329337626,817.1616666666649,805.4445638162873,791.9829999999965,799.6510090254272,790.7384999999985,848.7762563501423,799.3300000000002,819.9,838.3758438593221,827.0600000000001,574.45,1030.05,24.41766087189813,853.8344629770908,811.3205370229074,4,4/4,0/3,0/2,2296550000.0,17946300000.0,12.796788195895534,2756730000.0,YES,19670000.0,0.109604765327672,5.011271303853298,,33.402078454177506,0.5260510523060463,-0.8275688196271844,-13.142716665721146,,,,37.8791336175029,5.569628373592687,9.345936869946726,,,,25.090809980510706,,,,0.913659205116491,149.02251,148.535577668379,9440670000.0,3153380000.0,830.0,88187924379.0,0.22424242424242424,Buy,0.26666666666666666,Buy,0.18181818181818182,Buy,53.495290179180046,22.17537942664423,29.68550154377564,48.40027955127762,34.973356573790156,11.75434204920191,14.8796858704836,32.334117647055564,-0.049999999999954525,24.41766087189813,853.8344629770908,811.3205370229074,832.5774999999991,791.9829999999965,790.7384999999985,799.3300000000002,826.3315382836162,805.4445638162873,848.7762563501423,NO
NSE:JAYNECOIND,JAYNECOIND,Jayaswal Neco Industries Limited,NSE,Non-Energy Minerals,Steel,India,stock,INR,90.38,88118089371.0,1510318,5953716.033333333,5241159.1,15.559687360121199,3.0886210048782985,1.238679537072591,0.11345471170979717,,,6.255898887587323,,,,0.0,29.26225,28.5901330631037,4631077000.0,15056315000.0,70848689000.0,59701393000.0,23790191000.0,17108920999.999998,13214618000.0,21088051000.0,9400830000.0,,21.251367121274466,,,,,,,310.9988054519669,55.368800211832095,52.57109409315171,4.7694,5.8086,311.013443640124,19.00092232880229,-1.1159737417943218,0.645879732739419,20.5388103494265,2.915053518560695,42.66771902131018,-0.2212121212121212,-0.5333333333333333,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,43.65843287672461,45.27744820515986,28.003341687552204,25.920356446672248,31.135877016517885,27.516563024321623,-59.4479239155662,-54.67372134038954,19.445980690091645,18.565685472206734,29.06134750802555,-2.412176470588207,-0.46308823529406595,-10.710000000000008,-10.870000000000005,-0.1218510582589829,1.0669540022964807,10.980784904940968,-74.13533834586468,-4.89158640999419,39.09633769437066,91.55516671697022,90.22600000000007,93.18848985985274,94.23899999999988,93.82551749864368,95.15350000000001,93.49545244331043,93.59233333333337,92.9032464317897,91.59419999999994,91.18003819646238,95.20610000000006,85.14140186959571,86.34004999999999,95.195,94.16250118266726,88.67848148148148,58.65333333333332,134.5333333333333,4.069276515918385,105.40676538230595,84.90023461769407,4,4/4,0/3,0/2,4631077000.0,59701393000.0,7.7570669079698025,9400830000.0,YES,13214618000.0,22.134522053781893,1.3905138144012708,,21.251367121274466,1.186717519304784,19.00092232880229,310.9988054519669,,,,15.559687360121199,3.0886210048782985,1.238679537072591,0.11345471170979717,,,6.255898887587323,,,,0.0,29.26225,28.5901330631037,70848689000.0,15056315000.0,90.38,88118089371.0,-0.2212121212121212,Sell,-0.5333333333333333,Strong Sell,0.09090909090909091,Neutral,43.65843287672461,28.003341687552204,25.920356446672248,-59.4479239155662,19.445980690091645,-0.1218510582589829,1.0669540022964807,-2.412176470588207,-10.710000000000008,4.069276515918385,105.40676538230595,84.90023461769407,95.15350000000001,91.59419999999994,95.20610000000006,86.34004999999999,93.82551749864368,92.9032464317897,85.14140186959571,NO
BSE:JAYNECOIND,JAYNECOIND,Jayaswal Neco Industries Limited,BSE,Non-Energy Minerals,Steel,India,stock,INR,90.64,88118089371.0,81762,316663.3333333333,283789.3,15.604448576249009,3.0975061726285573,1.2422428993168804,0.1137925234892595,,,6.255898887587323,,,,0.0,29.26225,28.5901330631037,4631077000.0,15056315000.0,70848689000.0,59701393000.0,23790191000.0,17108920999.999998,13214618000.0,21088051000.0,9400830000.0,,21.251367121274466,,,,,,,310.9988054519669,55.368800211832095,52.57109409315171,4.7694,5.8086,311.013443640124,19.00092232880229,-1.1343804537521882,1.2737430167597772,22.63563793803275,3.105448754407922,43.19115323854661,-0.2212121212121212,-0.5333333333333333,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,44.14643068197921,45.30605386161631,28.36951034830894,26.204498289303952,31.59501352713347,28.43233987168649,-57.205104263927694,-54.48901458972836,18.89347200497485,19.950363848456153,27.88535508383368,-2.398529411764841,-0.4797647058825021,-10.849999999999994,-11.150000000000006,-0.05034618497937515,1.126380124249261,10.627272599234304,-73.34679454820797,-4.962592748018764,41.91730416971172,91.72226105037345,90.37999999999995,93.32481757290269,94.37200000000003,93.90009708019464,95.21100000000003,93.53524664515811,93.56033333333328,92.91885465558597,91.56079999999996,91.1929063154191,95.23669999999998,85.15904269116243,86.36404999999996,95.265,93.92976621049628,88.8512222222222,58.81666666666666,134.69666666666666,4.076276980254256,105.57108281820022,84.85091718179983,4,4/4,0/3,0/2,4631077000.0,59701393000.0,7.7570669079698025,9400830000.0,YES,13214618000.0,22.134522053781893,1.3905138144012708,,21.251367121274466,1.186717519304784,19.00092232880229,310.9988054519669,,,,15.604448576249009,3.0975061726285573,1.2422428993168804,0.1137925234892595,,,6.255898887587323,,,,0.0,29.26225,28.5901330631037,70848689000.0,15056315000.0,90.64,88118089371.0,-0.2212121212121212,Sell,-0.5333333333333333,Strong Sell,0.09090909090909091,Neutral,44.14643068197921,28.36951034830894,26.204498289303952,-57.205104263927694,18.89347200497485,-0.05034618497937515,1.126380124249261,-2.398529411764841,-10.849999999999994,4.076276980254256,105.57108281820022,84.85091718179983,95.21100000000003,91.56079999999996,95.23669999999998,86.36404999999996,93.90009708019464,92.91885465558597,85.15904269116243,NO
